rank,building_id,meter,site_id,primary_use,square_feet,anomaly_rate,anomaly_hours,total_hours,max_streak,mean_anomaly_score,max_anomaly_score,total_excess,excess_per_sqft,priority_score
627,72,0,0,Parking,387638.0,0.006790403,15,2209,1,-0.09086886,5.720242500305176,1476.9287,0.003810072,0.004434071762763314
628,338,0,3,Entertainment/public assembly,23803.0,0.0013593113,3,2207,1,0.040923156,6.202957630157471,3545.4646,0.14895032,0.004426807301588236
629,224,0,2,Education,272278.0,0.005887681,13,2208,2,-0.006628324,8.485713005065918,4730.38,0.017373346,0.004407082808243444
630,22,0,0,Education,3569.0,0.0036215482,8,2209,3,-0.062172707,6.18365478515625,238.75012,0.06689552,0.004366996761747241
631,224,3,2,Education,272278.0,0.0054347827,12,2208,3,-0.022042777,4.655404090881348,4795.0967,0.017611032,0.004350967447424468
632,17,0,0,Office,15250.0,0.0036215482,8,2209,2,-0.08858466,5.443103790283203,1149.1335,0.07535302,0.004345134429315773
633,1441,0,15,Education,30143.0,0.000981836,2,2037,1,0.0271998,3.7983498573303223,4648.0312,0.15419936,0.004334206623467521
634,302,0,3,Education,57100.0,0.0045310375,10,2207,5,-0.029695263,5.627094268798828,1205.1636,0.021106193,0.004309099201656034
635,686,0,5,Office,12206.0,0.002719855,6,2206,2,-0.19815227,4.079212188720703,1194.2899,0.0978445,0.0043079947099239424
636,459,0,3,Entertainment/public assembly,36744.0,0.0036248302,8,2207,2,-0.03220306,4.343679904937744,2697.1577,0.07340403,0.00430322651319833
637,202,3,2,Lodging/residential,74682.0,0.0045351475,10,2205,1,-0.03304534,4.384642124176025,4311.168,0.057727,0.004286995161469614
638,55,0,0,Office,16726.0,0.0018107741,4,2209,2,-0.0069231596,3.8675663471221924,2004.0942,0.1198191,0.004253447117438071
639,689,0,5,Office,11442.0,0.0009066183,2,2206,1,-0.0690537,3.855853319168091,1752.6992,0.1531812,0.0042474968247389385
640,26,0,0,Office,26953.0,0.0031688546,7,2209,4,-0.02129957,5.33726692199707,1707.3052,0.06334379,0.004224788984338203
641,167,0,2,Lodging/residential,86323.0,0.005887681,13,2208,1,-0.039106604,12.135719299316406,1576.8772,0.018267173,0.004213228221285774
642,1443,0,15,Education,40311.0,0.0044182623,9,2037,2,-0.020337373,4.677090644836426,1797.8531,0.044599567,0.0041673402052211815
643,370,0,3,Entertainment/public assembly,15960.0,0.0018124151,4,2207,3,-0.122865304,4.471011638641357,1694.9597,0.10620049,0.004159596345142846
644,797,0,7,Education,764237.0,0.0022988506,5,2175,2,0.00891612,4.441412448883057,77501.016,0.10140966,0.004138857624921353
645,373,0,3,Education,46484.0,0.0036248302,8,2207,3,-0.0776361,4.246291160583496,2630.593,0.056591365,0.00413539965313341
646,176,1,2,Education,62238.0,0.0031702898,7,2208,4,-0.16236278,4.613422870635986,3664.4917,0.058878686,0.004124574250888437
647,123,0,1,Education,61204.0,0.0045330916,10,2206,2,0.015441049,4.591378211975098,2420.1072,0.03954165,0.004086720673927563
648,597,0,4,Public services,189425.0,0.004074242,9,2209,5,-0.05114694,4.956577777862549,4305.7246,0.022730498,0.0040669861526206235
649,228,0,2,Lodging/residential,49108.0,0.0045289854,10,2208,4,-0.04066894,5.825364589691162,905.71466,0.018443322,0.0040326789363948675
650,18,0,0,Education,111891.0,0.0018107741,4,2209,2,0.0108976355,4.604791164398193,12174.298,0.10880498,0.004003135316878747
651,417,0,3,Education,69600.0,0.0036248302,8,2207,3,0.02474306,5.729837417602539,3531.8872,0.050745506,0.004002544044452225
652,139,0,1,Public services,56629.0,0.0036264732,8,2206,5,-0.0058696754,4.791123390197754,1787.5178,0.031565413,0.003996665011663736
653,1341,1,15,Education,18342.0,0.005258126,11,2092,1,-0.1466451,6.14772367477417,457.21417,0.024927171,0.00399324299902797
654,542,0,3,Education,66900.0,0.0045310375,10,2207,3,-0.066509485,4.673337459564209,1741.5985,0.026032863,0.00399253453773369
655,231,1,2,Education,33739.0,0.0013586957,3,2208,1,-0.00060756074,3.9113893508911133,4379.3306,0.12980025,0.003991122535622707
656,84,0,0,Office,4038.0,0.00045269352,1,2209,1,-0.034866974,3.5817582607269287,621.85486,0.15400071,0.003989520049322975
657,117,3,1,Education,15489.0,0.0005717553,1,1749,1,-0.057444055,3.7005951404571533,2285.643,0.14756557,0.003972049165523843
658,684,0,5,Office,152471.0,0.0049864007,11,2206,2,-0.0043582423,4.938827991485596,3155.0962,0.02069309,0.003934295474021498
659,124,0,1,Education,38319.0,0.0045330916,10,2206,3,-0.076301135,5.178282260894775,828.921,0.021632114,0.0038940628919822457
660,485,0,3,Public services,22000.0,0.0018124151,4,2207,1,0.0144064585,3.7700395584106445,2467.983,0.11218104,0.0038669828387890622
661,274,0,2,Office,42214.0,0.004076087,9,2208,2,0.008732344,4.272092819213867,1775.946,0.042070072,0.003865609240298055
662,139,3,1,Public services,56629.0,0.003215434,4,1244,1,0.11385871,6.095478057861328,3644.2698,0.06435342,0.003799934382109909
663,319,0,3,Public services,13100.0,0.0027186226,6,2207,5,0.0248033,4.834190368652344,614.67206,0.046921533,0.003792547974345849
664,219,1,2,Education,96124.0,0.0036231885,8,2208,1,0.023154773,4.932353973388672,5801.8496,0.06035797,0.003791374507988479
665,1436,0,15,Manufacturing/industrial,11302.0,0.002945508,6,2037,2,-0.033990614,4.306214332580566,762.8178,0.06749406,0.0037911645815067244
666,344,0,3,Education,77500.0,0.0036248302,8,2207,2,-0.03412003,5.908865928649902,3732.99,0.048167612,0.0037296925781761707
667,625,0,4,Education,55516.0,0.0036231885,8,2208,2,0.0019930594,4.383581161499023,2671.9036,0.04812853,0.0037276109253564396
668,209,0,2,Education,193294.0,0.0031702898,7,2208,1,0.042069208,8.284704208374023,13328.314,0.06895359,0.0037110366466006745
669,616,0,4,Education,117814.0,0.004526935,10,2209,3,-0.069953345,4.2301788330078125,1607.5294,0.0136446385,0.003707914995270934
670,365,0,3,Healthcare,819577.0,0.0031702898,7,2208,4,-0.027389944,4.374785423278809,32488.16,0.039640155,0.0036873508981859456
671,170,0,2,Retail,45224.0,0.0027173914,6,2208,2,-0.076631434,4.911066055297852,3174.919,0.070204295,0.0036779434929177877
672,683,0,5,Office,4650.0,0.0,0,2206,0,-0.0879768,3.236440658569336,750.23926,0.16134177,0.0036667243140445518
673,1373,2,15,Education,105434.0,0.00245459,5,2037,1,0.040381968,4.136195182800293,8982.941,0.08519966,0.003662574501517313
674,2,0,0,Education,5376.0,0.00090538705,2,2209,1,-0.082318656,3.7915146350860596,683.7385,0.12718351,0.003655621232319082
675,1341,0,15,Education,18342.0,0.00245459,5,2037,3,-0.0046674116,3.801144599914551,1142.3456,0.062280316,0.0036059931769059465
676,6,0,0,Lodging/residential,27926.0,0.002716161,6,2209,3,-0.045887128,4.086382865905762,1564.4333,0.056020673,0.003568728516225592
677,1442,2,15,Public services,99541.0,0.003984064,7,1757,1,-0.023882277,4.242580413818359,3814.2314,0.038318194,0.0035651327963181936
678,247,1,2,Education,64560.0,0.0022644927,5,2208,1,0.046824243,4.802300930023193,5576.917,0.08638347,0.003555784704677196
679,1327,0,15,Education,98125.0,0.0034364262,7,2037,3,0.055353396,4.230043888092041,3309.9973,0.033732455,0.003554859144155901
680,337,0,3,Entertainment/public assembly,22334.0,0.00090620754,2,2207,1,0.02771098,3.5495474338531494,2718.3743,0.121714614,0.0035320261553759627
681,233,0,2,Education,25139.0,0.0013586957,3,2208,1,-0.04002772,3.831108331680298,2751.8057,0.10946361,0.00352894323051995
682,550,0,3,Public services,16000.0,0.00090620754,2,2207,2,-0.11310606,4.094332695007324,1786.1003,0.111631274,0.0035171328672491155
683,545,0,3,Education,21903.0,0.00090620754,2,2207,1,-0.015404228,3.5946664810180664,2645.0308,0.12076112,0.003510356607410922
684,592,0,4,Education,120694.0,0.004076087,9,2208,1,-0.09648031,4.255743980407715,4307.4277,0.035688832,0.0035064182631051105
685,654,0,4,Education,43910.0,0.0040816325,9,2205,1,-0.132742,4.618560314178467,1504.9368,0.03427321,0.0034779132151764383
686,1404,0,15,Lodging/residential,169290.0,0.003927344,8,2037,3,-0.043471724,4.9259772300720215,2650.3745,0.015655825,0.003442870049894423
687,1339,0,15,Education,140488.0,0.0044182623,9,2037,2,-0.015716486,4.24839448928833,1711.978,0.012185938,0.00343069376333284
688,31,0,0,Education,61904.0,0.004074242,9,2209,1,-0.030084385,4.9988908767700195,1905.3599,0.030779269,0.0033936214502786406
689,168,0,2,Education,183460.0,0.0045289854,10,2208,1,0.034439407,10.568925857543945,3347.866,0.01824848,0.003385746569853955
690,92,0,0,Office,10779.0,0.00090538705,2,2209,1,-0.028372318,3.702726125717163,1241.6393,0.11519058,0.0033830645585053313
691,572,0,4,Education,94175.0,0.0031746032,7,2205,2,0.038871005,4.696438312530518,4227.0347,0.04488489,0.003381417253474763
692,1417,2,15,Lodging/residential,40451.0,0.000490918,1,2037,1,-0.05398292,3.5726029872894287,5021.422,0.12413591,0.003352142859027669
693,79,0,0,Office,36240.0,0.0018107741,4,2209,1,-0.032933373,6.507833957672119,3224.5642,0.088978045,0.003338468645157123
694,156,0,2,Public services,43681.0,0.0036231885,8,2208,1,-0.02994351,9.42265796661377,1697.7075,0.03886604,0.003302939419104113
695,469,0,3,Public services,13044.0,0.00090620754,2,2207,1,0.039731774,3.7112770080566406,1450.9646,0.11123617,0.0032938883701733998
696,793,0,7,Education,150695.0,0.0018390805,4,2175,1,-0.025121322,3.8427720069885254,12919.432,0.08573232,0.0032852816691314782
697,201,0,2,Education,219608.0,0.0031702898,7,2208,1,0.0025182308,10.19388198852539,10803.344,0.049193762,0.003261966174152941
698,648,0,4,Education,154706.0,0.00045269352,1,2209,1,0.039421856,3.5733208656311035,18833.77,0.121739104,0.0032563284362076084
699,82,0,0,Office,10743.0,0.0018107741,4,2209,1,-0.03539767,3.990626811981201,915.9515,0.08526031,0.003253977661982298
700,200,0,2,Entertainment/public assembly,143093.0,0.004076087,9,2208,1,0.015201674,5.512636184692383,3398.35,0.023749242,0.003235073823225327
701,1346,0,15,Education,34875.0,0.003927344,8,2037,2,0.032255758,5.829781532287598,583.25696,0.016724214,0.003235003799689181
702,239,0,2,Lodging/residential,106440.0,0.004076087,9,2208,1,-0.07637793,10.672574996948242,2366.716,0.022235213,0.003200665358561057
703,350,0,3,Education,83800.0,0.0031717264,7,2207,2,-0.04387012,4.81903076171875,3073.2188,0.036673255,0.003192656241187127
704,1331,0,15,Education,171008.0,0.003927344,8,2037,2,0.04413929,4.985197067260742,2316.1733,0.01354424,0.003162734331306754
705,1434,0,15,Education,33148.0,0.002946955,6,2036,2,0.01901518,7.123978137969971,1281.7474,0.038667414,0.003137146449183831
706,690,0,5,Office,19429.0,0.0013599275,3,2206,1,-0.083152056,3.7470920085906982,1780.8113,0.091657385,0.0031252148797980667
707,698,0,5,Education,13939.0,0.0018132366,4,2206,1,0.057361763,3.739841938018799,1106.5613,0.07938599,0.003122265322990199
708,375,0,3,Office,850354.0,0.0027186226,6,2207,2,0.034081828,4.846920967102051,37874.625,0.04453983,0.0030956250017915693
709,703,0,5,Education,34563.0,0.0018132366,4,2206,2,0.17026308,4.302382469177246,2368.567,0.06852897,0.0030898862498138055
710,204,1,2,Lodging/residential,30949.0,0.0009057971,2,2208,1,0.001114556,5.680263042449951,3120.7642,0.1008357,0.0030571760194222303
711,1394,1,15,Entertainment/public assembly,16351.0,0.0022675737,1,441,1,0.07105257,3.6917884349823,433.82318,0.026531905,0.003055576412937513
712,119,0,1,Education,91149.0,0.0022665458,5,2206,2,-0.034293633,4.6962385177612305,4977.854,0.05461227,0.0030495447322734385
713,1382,1,15,Public services,243072.0,0.0037842952,8,2114,2,0.002514488,4.575791358947754,3184.6216,0.013101556,0.0030486864602069547
714,591,0,4,Entertainment/public assembly,59326.0,0.003186163,7,2197,2,-0.121025614,4.685372352600098,1709.1921,0.02881017,0.0030246945139398565
715,243,0,2,Parking,557217.0,0.004076087,9,2208,2,-0.07889048,16.54026222229004,2038.3702,0.0036581263,0.002992642410438117
716,203,0,2,Lodging/residential,63348.0,0.0022644927,5,2208,1,-0.039827634,8.084270477294922,3897.459,0.061524577,0.002990830580389025
717,1415,0,15,Lodging/residential,40492.0,0.0034364262,7,2037,2,-0.06483838,3.880896806716919,770.56445,0.019030042,0.002988578726004931
718,479,0,3,Public services,43955.0,0.0031717264,7,2207,1,-0.12368311,3.81516432762146,1613.6097,0.036710493,0.0029792373713486203
719,1383,0,15,Education,105612.0,0.0034364262,7,2037,3,-0.045195796,4.067774295806885,864.8994,0.008189404,0.0029743565136848434
720,720,0,5,Education,18202.0,0.00045330916,1,2206,1,0.015417004,3.659849166870117,1984.0165,0.108999915,0.002967477997619316
721,1447,0,15,Lodging/residential,29775.0,0.0009823183,2,2036,1,-0.019369174,3.7523300647735596,2785.7964,0.09356159,0.0029565333858423692
722,688,0,5,Office,52302.0,0.002719855,6,2206,2,0.10209001,4.178436756134033,1993.2656,0.038110696,0.0029504580052663806
723,177,1,2,Entertainment/public assembly,167066.0,0.0027235588,6,2203,1,0.06514115,4.945140838623047,7911.055,0.047352873,0.0029486840838210387
724,731,0,5,Education,29149.0,0.0022665458,5,2206,2,0.050510947,4.048870086669922,1458.3083,0.050029445,0.002945393298368275
725,249,0,2,Entertainment/public assembly,179449.0,0.0036231885,8,2208,1,0.00065665954,6.452073574066162,4048.0925,0.022558456,0.002932326058964218
726,1333,0,15,Office,31316.0,0.00245459,5,2037,2,-0.08546176,3.8287644386291504,1338.0063,0.042725965,0.0029294454468216024
727,609,0,4,Education,141461.0,0.0031688546,7,2209,1,0.06687332,4.862703800201416,4893.6475,0.034593616,0.0029291863072278363
728,221,0,2,Education,204349.0,0.0036231885,8,2208,1,0.04606524,12.175929069519043,4557.7246,0.022303632,0.0029265348092091933
729,426,0,3,Education,101400.0,0.0031717264,7,2207,2,0.05573977,7.236788749694824,2464.4487,0.024304228,0.0029115522984496196
730,75,0,0,Education,80942.0,0.002716161,6,2209,3,0.020488879,4.589787483215332,2186.2773,0.027010418,0.0029094286769162717
731,672,0,5,Manufacturing/industrial,6329.0,0.0022665458,5,2206,2,0.031339344,5.159468650817871,300.18927,0.047430757,0.002886334409601894
732,341,0,3,Education,158000.0,0.0025974025,1,385,1,0.06409621,3.687441349029541,535.2555,0.003387693,0.002886332676624677
733,213,0,2,Education,49662.0,0.0022644927,5,2208,1,0.07466,4.144402503967285,2813.0286,0.056643482,0.002879900628633675
734,98,0,0,Lodging/residential,200933.0,0.0031688546,7,2209,3,0.040101264,4.597002029418945,2338.915,0.011640273,0.002835680822009986
735,680,0,5,Public services,9849.0,0.0,0,2206,0,-0.22766373,3.404740333557129,1228.083,0.124691136,0.0028337857250374295
736,1414,0,15,Lodging/residential,65663.0,0.002945508,6,2037,3,-0.016723204,10.229092597961426,991.30225,0.015096816,0.0028325087131882564
737,518,0,3,Public services,555243.0,0.0036248302,8,2207,2,0.024701137,5.668848514556885,4566.5376,0.008224395,0.0028219253922558084
738,117,0,1,Education,15489.0,0.00045330916,1,2206,1,-0.06596631,3.6288387775421143,1578.3644,0.10190228,0.002806173858991118
739,150,0,1,Office,65657.0,0.0022665458,5,2206,1,-0.041589685,3.8473448753356934,3454.522,0.052614678,0.0027897842116852587
740,77,0,0,Lodging/residential,24456.0,0.0013580805,3,2209,1,-0.0676491,5.531924724578857,1867.2522,0.07635149,0.0027759511480041753
741,1347,0,15,Education,322341.0,0.002948403,6,2035,1,0.06665954,3.907762050628662,10606.025,0.032903124,0.0027748792524948645
742,114,3,1,Education,139683.0,0.0028964519,4,1381,1,-0.038950633,5.319676399230957,4066.0225,0.029108929,0.0027670732571666483
743,478,0,3,Lodging/residential,31283.0,0.0018124151,4,2207,1,-0.16522178,4.4178948402404785,1978.6233,0.063249156,0.002754935256496139
744,166,0,2,Lodging/residential,553210.0,0.0036231885,8,2208,2,-0.067018576,8.745952606201172,2862.8188,0.0051749223,0.0027514283287818552
745,711,0,5,Education,15414.0,0.0009066183,2,2206,1,-0.02526274,3.691145658493042,1343.1399,0.08713766,0.002746562229351414
746,152,0,1,Office,10301.0,0.0013599275,3,2206,1,0.022030145,3.785006046295166,743.07324,0.07213603,0.002681564004590968
747,665,0,5,Entertainment/public assembly,8773.0,0.002719855,6,2206,1,0.0449428,4.546016693115234,306.43976,0.03492987,0.0026638068851861174
748,99,0,0,Office,2260.0,0.0,0,2209,0,0.058627736,3.4469377994537354,263.90497,0.11677211,0.0026538143896189005
749,231,0,2,Education,33739.0,0.0022644927,5,2208,1,-0.016820991,12.682048797607422,1572.2186,0.046599444,0.0026516353357764403
750,48,0,0,Other,9569.0,0.0,0,2208,0,0.003991425,3.3710758686065674,1115.2395,0.11654713,0.002648701428617301
751,232,0,2,Entertainment/public assembly,24345.0,0.0018115942,4,2208,1,-0.034621425,9.561470985412598,1422.2721,0.058421526,0.0026446237546037055
752,63,0,0,Lodging/residential,41617.0,0.0022634675,5,2209,2,-0.022958485,3.853755235671997,1530.7356,0.036781497,0.002641858594634018
753,203,3,2,Lodging/residential,63348.0,0.0022665458,5,2206,1,-0.072595276,10.432297706604004,2825.7268,0.04460641,0.0026077848107202346
754,205,0,2,Lodging/residential,60086.0,0.0031702898,7,2208,1,0.012586752,15.568772315979004,1157.6348,0.019266298,0.0025818213608631378
755,186,0,2,Religious worship,1629.0,0.0,0,2206,0,0.049057037,1.8009610176086426,184.4591,0.113234565,0.002573418665404307
756,189,0,2,Education,7481.0,0.0013586957,3,2208,2,-0.009728965,3.8082797527313232,431.88705,0.057731193,0.0025674175155435764
757,722,0,5,Education,31635.0,0.0013599275,3,2206,2,-0.03770704,4.215871810913086,1821.4589,0.05757733,0.002565058795963977
758,397,0,3,Public services,54061.0,0.0027186226,6,2207,1,-0.015480754,4.199387073516846,1641.9296,0.030371794,0.002559370728773047
759,670,0,5,Healthcare,18471.0,0.0,0,2206,0,-0.072251886,3.362851619720459,2080.0447,0.112611376,0.0025592558115601093
760,1398,0,15,Lodging/residential,20291.0,0.001963672,4,2037,1,-0.045722917,3.7128713130950928,993.2459,0.048950072,0.0025399219481217527
761,94,0,0,Education,29469.0,0.0022634675,5,2209,1,-0.107328475,3.763836145401001,1228.5078,0.04168814,0.00253929794748983
762,1365,0,15,Lodging/residential,129664.0,0.00245459,5,2037,2,-0.050986215,4.239010334014893,3304.2085,0.025482852,0.0025375708684022853
763,49,0,0,Lodging/residential,24456.0,0.00090538705,2,2209,2,-0.044534527,4.339701175689697,1660.1843,0.06788454,0.0025220378922419288
764,700,0,5,Education,11464.0,0.0,0,2206,0,-0.03274669,2.58406662940979,1271.6199,0.11092288,0.002520882294000179
765,658,0,5,Entertainment/public assembly,31075.0,0.0,0,2206,0,-0.11566078,3.4364256858825684,3434.2573,0.11051512,0.0025116154023044576
766,171,3,2,Office,131797.0,0.0022573364,1,443,1,-0.04465788,3.949448585510254,398.2362,0.0030215879,0.0025101980825938293
767,655,0,4,Education,222434.0,0.0031688546,7,2209,1,0.0034280578,5.230382919311523,3523.0703,0.015838722,0.002502954336774638
768,631,0,4,Education,23533.0,0.0018107741,4,2209,2,-0.019475713,4.612931728363037,1006.521,0.04277062,0.002502409396108164
769,67,0,0,Lodging/residential,24456.0,0.00090538705,2,2209,1,-0.014784081,3.73543643951416,1863.1448,0.07618354,0.0024965735243542776
770,51,0,0,Parking,387638.0,0.0036215482,8,2209,1,0.13738784,5.223471641540527,1114.2302,0.002874409,0.0024838824220472576
771,104,0,0,Office,45330.0,0.0022634675,5,2209,1,-0.027033469,4.368674278259277,1777.9551,0.039222483,0.0024832623641848784
772,240,3,2,Lodging/residential,111304.0,0.0027173914,6,2208,2,0.058839597,4.054172039031982,1899.8395,0.017068924,0.002470365641724647
773,622,0,4,Education,123612.0,0.0031688546,7,2209,1,0.013992325,4.617848873138428,1712.4669,0.013853566,0.002457838800620827
774,718,0,5,Education,25866.0,0.0018132366,4,2206,1,0.114018604,4.505190849304199,1293.4034,0.050003998,0.002454517282214768
775,1402,0,15,Lodging/residential,133594.0,0.002945508,6,2037,2,-0.0739746,4.184959411621094,1152.9342,0.008630134,0.0024533971337054924
776,494,0,3,Education,72800.0,0.0022655188,5,2207,2,-0.028743591,4.425529956817627,2056.3374,0.028246393,0.0024495227010401977
777,715,0,5,Education,23153.0,0.0,0,2206,0,0.2016522,3.309203624725342,2493.82,0.10771045,0.0024478752195241926
778,1405,0,15,Lodging/residential,142901.0,0.00245459,5,2037,2,-0.008032076,3.7790987491607666,2902.4775,0.020311108,0.0024200355143581065
779,206,0,2,Public services,345837.0,0.0031702898,7,2208,1,-0.041787177,6.404608726501465,4022.5127,0.011631238,0.002408303617099287
780,260,3,2,Education,126985.0,0.0025733402,5,1943,1,-0.08863291,4.732393741607666,3104.6504,0.024448954,0.002365442986586261
781,1390,0,15,Entertainment/public assembly,93608.0,0.002945508,6,2037,1,-0.04235988,4.486851692199707,1366.1045,0.014593886,0.002356785135229515
782,1337,0,15,Office,14744.0,0.000981836,2,2037,1,-0.0646142,3.901404857635498,986.6549,0.06691908,0.00235063645576366
783,100,0,0,Lodging/residential,24456.0,0.00090538705,2,2209,1,-0.022924745,5.120840072631836,1704.3447,0.06969025,0.0023490040666454383
784,23,0,0,Education,130885.0,0.0022634675,5,2209,1,0.020910814,4.489140510559082,4209.0195,0.03215815,0.0023227152163205625
785,239,1,2,Lodging/residential,106440.0,0.0022644927,5,2208,1,0.04922679,4.517973899841309,3357.3176,0.03154188,0.0023094305109995624
786,632,0,4,Education,41297.0,0.0022655188,5,2207,1,-0.028021077,4.3972320556640625,1295.7225,0.031375706,0.0023063757291925035
787,122,0,1,Education,83043.0,0.0018132366,4,2206,1,-0.024415359,4.621352195739746,3588.678,0.043214697,0.002300220647598523
788,661,0,5,Entertainment/public assembly,7427.0,0.0,0,2206,0,0.11659231,2.5055618286132812,749.59515,0.10092839,0.002293743195361135
789,149,0,1,Office,81881.0,0.0022665458,5,2206,2,-0.10231487,4.182060718536377,1730.0962,0.021129398,0.0022885981052774562
790,697,0,5,Education,18697.0,0.00045330916,1,2206,1,0.11849742,4.182775020599365,1468.7666,0.07855627,0.0022756021826893435
791,5,0,0,Education,8000.0,0.00045269352,1,2209,1,-0.10940909,3.6516687870025635,623.10126,0.077887654,0.0022597411039386684
792,645,0,4,Education,304333.0,0.00045269352,1,2209,1,0.010781693,3.762197971343994,23684.656,0.0778248,0.002258312688037412
793,322,0,3,Education,37083.0,0.0022655188,5,2207,1,0.034540933,4.250240325927734,1081.8977,0.029175032,0.0022563621934067243
794,666,0,5,Entertainment/public assembly,12045.0,0.0,0,2206,0,-0.04068916,2.8601596355438232,1195.856,0.099282354,0.0022563345289889018
795,1389,0,15,Entertainment/public assembly,17104.0,0.001963672,4,2037,2,-0.04208771,3.7136833667755127,436.151,0.025499942,0.002239130760794183
796,1417,0,15,Lodging/residential,40451.0,0.0,0,2037,0,0.017991485,3.0941808223724365,3966.6768,0.09806128,0.0022285839104396465
797,101,0,0,Office,18860.0,0.0,0,2208,0,-0.026309978,3.3916330337524414,1837.2579,0.09741559,0.0022139097593859114
798,1391,0,15,Entertainment/public assembly,68693.0,0.000981836,2,2037,1,0.007910448,3.9703803062438965,4162.847,0.060600746,0.002207043278625178
799,594,0,4,Education,177281.0,0.0022634675,5,2209,2,-0.016849643,4.297628879547119,2993.5146,0.016885705,0.0021896980507980007
800,540,0,3,Education,88300.0,0.00090620754,2,2207,1,0.05434041,4.3114166259765625,5527.3296,0.06259716,0.0021884968338638146
801,725,0,5,Education,13789.0,0.0,0,2206,0,0.19327442,3.19358229637146,1321.5918,0.09584392,0.0021781912101681592
802,212,0,2,Education,327256.0,0.0022644927,5,2208,1,0.047693174,7.419434547424316,8431.381,0.02576387,0.0021781168827151786
803,537,0,3,Education,73200.0,0.0013593113,3,2207,1,0.019618887,3.717740297317505,3654.5261,0.04992522,0.0021763191503924306
804,741,0,5,Education,14025.0,0.0,0,2206,0,-0.11050267,3.1498630046844482,1338.756,0.09545497,0.0021693517947432507
805,612,0,4,Education,77055.0,0.0022644927,5,2208,2,-0.07055771,3.844460964202881,1221.8268,0.015856555,0.002167126982140912
806,1392,0,15,Entertainment/public assembly,76153.0,0.001963672,4,2037,2,-0.02180575,4.550726890563965,1668.8362,0.021914255,0.0021576408511614093
807,126,0,1,Education,21539.0,0.0,0,2206,0,0.012916699,2.9497973918914795,2044.7203,0.09493107,0.002157445533942132
808,613,0,4,Entertainment/public assembly,1305.0,0.0,0,2197,0,0.42496926,2.391098976135254,123.611496,0.09472145,0.0021526815856491876
809,286,1,2,Lodging/residential,32841.0,0.0013586957,3,2208,1,-0.039779115,6.673792839050293,1594.5154,0.048552584,0.002144652366475301
810,710,0,5,Education,12088.0,0.0,0,2206,0,0.020424206,3.020113706588745,1131.4396,0.09360023,0.002127200134901629
811,155,0,1,Office,51688.0,0.0013599275,3,2206,2,-0.04309235,5.141523361206055,1978.9974,0.038287368,0.0021266666344580175
812,717,0,5,Education,28826.0,0.00045330916,1,2206,1,0.16110593,3.710010290145874,2070.4805,0.07182684,0.002122666209834789
813,95,0,0,Lodging/residential,200933.0,0.0022634675,5,2209,2,0.07922015,3.988246440887451,2771.3794,0.013792555,0.0021194017352814524
814,608,0,4,Entertainment/public assembly,124197.0,0.0022634675,5,2209,2,-0.056864407,4.163667678833008,1687.8125,0.013589801,0.002114793871479228
815,399,0,3,Education,180000.0,0.0022655188,5,2207,2,-0.024900714,4.546577453613281,2310.1143,0.012833968,0.0020992531248452437
816,529,0,3,Public services,14519.0,0.00045310377,1,2207,1,-0.008322071,3.5447793006896973,1017.0148,0.07004716,0.0020819983505500246
817,187,3,2,Education,44203.0,0.0017094017,1,585,1,0.02433291,4.725137710571289,443.40237,0.010031047,0.002076853652930132
818,1328,0,15,Education,279840.0,0.001963672,4,2037,1,0.015162971,4.0904622077941895,7659.131,0.027369678,0.002049476362999293
819,12,0,0,Lodging/residential,37100.0,0.0013580805,3,2209,1,-0.03810226,3.704472541809082,1617.4447,0.043596894,0.002031555606295284
820,620,0,4,Education,220703.0,0.0,0,2209,0,-0.023507036,3.0596134662628174,19529.871,0.088489376,0.002011048610228819
821,653,0,4,Education,420885.0,0.0018107741,4,2209,1,0.038456008,4.075209140777588,12715.838,0.030212143,0.002002928729739311
822,260,1,2,Education,126985.0,0.0015313936,2,1306,2,0.11309207,3.865114212036133,1889.0437,0.014876117,0.001994431837148194
823,33,0,0,Lodging/residential,38686.0,0.00090538705,2,2209,1,0.08613407,3.555985927581787,2091.5293,0.054064244,0.001993880523014996
824,1369,0,15,Entertainment/public assembly,53194.0,0.00245459,5,2037,1,-0.045732304,4.087933540344238,592.49225,0.011138328,0.0019794239960604816
825,1361,1,15,Education,233863.0,0.0023651845,5,2114,2,-0.029840957,4.0412774085998535,876.6792,0.003748687,0.001972296955429606
826,611,0,4,Education,128126.0,0.00090538705,2,2209,1,-0.020684665,3.8164749145507812,6794.368,0.0530288,0.001970348562921467
827,488,0,3,Education,69600.0,0.0013593113,3,2207,1,-0.03151534,4.8815507888793945,2812.3862,0.040407848,0.0019600230923402153
828,242,0,2,Parking,157113.0,0.0022644927,5,2208,1,-0.028020596,6.294936656951904,2494.4353,0.015876696,0.001953416625937488
829,395,0,3,Public services,8925.0,0.00090620754,2,2207,1,-0.03538044,3.5251424312591553,466.33124,0.052249998,0.0019533426561075856
830,573,0,4,Education,23815.0,0.00090538705,2,2209,2,0.05486963,3.758197784423828,1016.2987,0.04267473,0.0019491086165065342
831,647,0,4,Lodging/residential,86959.0,0.0022634675,5,2209,2,-0.09178215,5.51713228225708,540.4662,0.006215184,0.0019471950703103817
832,109,0,1,Education,56995.0,0.0013599275,3,2206,1,0.054566782,6.061818599700928,2238.253,0.03927104,0.0019346597745270521
